group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
calcite_cn,17.474762391842066478,42.478506976235294701,7,11.666666666666666075,0,0,1.6208357565185012028,0.79364189178153066173
dolomite_cn,22.141365777666539572,71.487610068517042805,1,1.6666666666666667407,0,0,1.883372492632169104,0.68970450653954473719
mix-ratio-sol-upstream_cn,1.9761343725588818021,53.717982625142447262,0,0,0,0,0.34800822885080479052,0.1579440424307798907
chromite_cn,77.096471970401438512,87.200974083725796504,4,6.6666666666666669627,0,0,1.3543501665556771929,0.75684247680335425823
illite_cn,20.853704920993290983,58.123422211958839512,2,3.3333333333333334814,0,0,1.2423036052616931446,0.43046610442034011212
halite_cn,56.435081284729925244,74.037679270410848176,10,16.666666666666664298,0,0,1.5635897823743762913,0.93181441895547933996
fluorapatite_cn,10.554406703777081233,68.737891767836629242,1,1.6666666666666667407,0,0,1.6045674698033347561,0.45373281267029391683
mnoh3_cn,81.128319065782093844,84.217430787462816966,18,30,0,0,1.524902528364188381,1.2752907268924282835
siderite_cn,22.297636681947711423,65.325598071205590145,5,8.3333333333333321491,0,0,1.2539076748751658563,0.55955181854964741728
feoh3_cn,14.524683168165628544,53.418277093625135876,6,10,0,0,1.3711856629919629835,0.74725889267364498103
goethite_cn,17.559630237863853353,61.616851511296964361,2,3.3333333333333334814,0,0,1.2362381416731940131,0.57557616852216064718
arsenopyrite_cn,15.230649026011223057,31.369864039573542414,26,43.333333333333335702,0,0,1.7914161840183560059,1.4503489157138111931
uraninite_cn,94.617071696089212196,94.490995687376184264,33,55.000000000000007105,0,0,1.6914296970076199145,1.7310454401826647075
muscovite_cn,71.340519002137298799,78.571761612574732681,7,11.666666666666666075,0,0,1.4452675470827858195,1.0806035718095832188
kaolinite_cn,52.466049093851594876,77.283167036639184744,7,11.666666666666666075,0,0,1.3702152052754210665,0.65483616128514732235
albite_cn,12.669287895088258367,74.857205606865747427,0,0,0,0,1.422758696699767178,0.40961682917679964611
quartz_cn,23.775977055460444376,64.925383236209611937,3,5,0,0,1.3868748293809318728,0.63817286546626805777
nax_cn,4.4263806675442411986,71.631722248327179159,0,0,0,0,1.3786929955348294907,0.40922532917340442848
kx_cn,19.607928858768712388,69.059024919079689653,3,5,0,0,1.7727158326889773665,0.68227569741826710192
mgx2_cn,10.501570427235284555,75.727949531025004148,1,1.6666666666666667407,0,0,1.5557976431593021349,0.42193364838399816108
cax2_cn,30.774777477283159044,83.092723169925719162,0,0,0,0,1.309909726629787885,0.31992683538531074827
co2g_cn,2.6796500581077240533,69.460264033619324664,0,0,0,0,1.4483257269567395564,0.45449369346683166082
witherite_cn,75.206204883700351616,85.005928356603178031,13,21.666666666666667851,0,0,1.5580464164709637576,0.94223008146684628095
strontianite_cn,86.100428196915970602,90.430663292875479442,6,10,0,0,1.3930596528727356986,0.959069607345128472
gypsum_cn,17.223682411089530575,73.074077994101543254,0,0,0,0,1.148260441291191869,0.37351227966206668185
mix-ratio-sol-downstream_cn,10.180720746953246802,62.478740790077338829,0,0,0,0,0.31253858002400636273,0.10643278601448225018
