group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
calcite_cn,10.37234982499117919,64.756974536438107748,0,0,0,0,1.6208357565185012028,0.63733854148461199784
dolomite_cn,9.6444616900917807811,68.419142600652264719,0,0,0,0,1.883372492632169104,0.65827196907030460782
mix-ratio-sol-upstream_cn,1.9563914973107381368,69.5694662668427668,0,0,0,0,0.34800822885080479052,0.10386868338450414018
chromite_cn,39.65104848412384797,81.202399426046866893,0,0,0,0,1.3543501665556771929,0.42185543955114251924
illite_cn,9.9129312430926486144,60.111465756443230646,0,0,0,0,1.2423036052616931446,0.45084476720740013223
halite_cn,0.66956003398346430888,72.495205338928627725,0,0,0,0,1.5635897823743762913,0.4329610934278557699
fluorapatite_cn,21.783704262122537187,67.953410902915592828,0,0,0,0,1.6045674698033347561,0.42223148568924695478
mnoh3_cn,27.581178728120640642,76.463917237464912091,2,3.3333333333333334814,0,0,1.524902528364188381,0.49559260261413456972
siderite_cn,3.3788454767459183969,63.805718226224641398,0,0,0,0,1.2539076748751658563,0.4697137798307770562
feoh3_cn,18.128245050054918153,69.026474579660998643,0,0,0,0,1.3711856629919629835,0.51874366214149936205
goethite_cn,1.0325733852553971026,68.586338306281220412,0,0,0,0,1.2362381416731940131,0.38437867565056810237
arsenopyrite_cn,3.0647113099321119378,54.191707366096395049,0,0,0,0,1.7914161840183560059,0.79621546253451402908
uraninite_cn,31.453739037351692076,73.786639860617839304,0,0,0,0,1.6914296970076199145,0.64683405302394436642
muscovite_cn,29.988530527272828863,76.346191982040878088,0,0,0,0,1.4452675470827858195,0.48829258049782853224
kaolinite_cn,5.1967158581030430398,76.400639354576256324,0,0,0,0,1.3702152052754210665,0.3410873693229734549
albite_cn,8.2999510447584370354,71.43101223125772492,0,0,0,0,1.422758696699767178,0.44325795097150794133
quartz_cn,1.8644038787141441471,67.73692644895457704,0,0,0,0,1.3868748293809318728,0.45594918046974919346
nax_cn,0.87046580510896831573,73.258842491475661518,0,0,0,0,1.3786929955348294907,0.37191586593167136332
kx_cn,18.456845945781363838,66.69662029431810879,0,0,0,0,1.7727158326889773665,0.49838764501071525226
mgx2_cn,8.7863623407854944958,76.997495277327615781,0,0,0,0,1.5557976431593021349,0.39234530660864563867
cax2_cn,34.404669355568543665,81.846340572850806439,0,0,0,0,1.309909726629787885,0.36252054565359481675
co2g_cn,21.899467819245064248,68.298942618793773818,0,0,0,0,1.4483257269567395564,0.37665018394513594124
witherite_cn,7.1466990328111394959,76.962984832017653503,0,0,0,0,1.5580464164709637576,0.38655318179097769571
strontianite_cn,26.027213919901399208,78.261246796669723835,0,0,0,0,1.3930596528727356986,0.40938541855819987614
gypsum_cn,17.86504623091035171,75.450737298588464341,0,0,0,0,1.148260441291191869,0.343202813532290818
mix-ratio-sol-downstream_cn,0.31031739124734319946,66.339234325226414057,0,0,0,0,0.31253858002400636273,0.10553035811943572986
