iteration,total_runs,obs_realization,par_realization,oname:sim_otype:lst_usecol:conc_tag:general.ph,oname:sim_otype:lst_usecol:conc_tag:majoranion.alkalinity,oname:sim_otype:lst_usecol:conc_tag:majoranion.cl,oname:sim_otype:lst_usecol:conc_tag:majoranion.s(6),oname:sim_otype:lst_usecol:conc_tag:majorcation.ca,oname:sim_otype:lst_usecol:conc_tag:majorcation.k,oname:sim_otype:lst_usecol:conc_tag:majorcation.mg,oname:sim_otype:lst_usecol:conc_tag:majorcation.na,oname:sim_otype:lst_usecol:conc_tag:minoranion.f,oname:sim_otype:lst_usecol:conc_tag:trace.al,oname:sim_otype:lst_usecol:conc_tag:trace.as,oname:sim_otype:lst_usecol:conc_tag:trace.ba,oname:sim_otype:lst_usecol:conc_tag:trace.cr,oname:sim_otype:lst_usecol:conc_tag:trace.fe,oname:sim_otype:lst_usecol:conc_tag:trace.mn,oname:sim_otype:lst_usecol:conc_tag:trace.p,oname:sim_otype:lst_usecol:conc_tag:trace.si,oname:sim_otype:lst_usecol:conc_tag:trace.sr,oname:sim_otype:lst_usecol:conc_tag:trace.u,oname:calcite_otype:arr_i:0_j:0,oname:dolomite_otype:arr_i:0_j:0,oname:gypsum_otype:arr_i:0_j:0,oname:strontianite_otype:arr_i:0_j:0,oname:witherite_otype:arr_i:0_j:0,oname:co2g_otype:arr_i:0_j:0,oname:cax2_otype:arr_i:0_j:0,oname:mgx2_otype:arr_i:0_j:0,oname:kx_otype:arr_i:0_j:0,oname:nax_otype:arr_i:0_j:0,oname:quartz_otype:arr_i:0_j:0,oname:albite_otype:arr_i:0_j:0,oname:kaolinite_otype:arr_i:0_j:0,oname:muscovite_otype:arr_i:0_j:0,oname:uraninite_otype:arr_i:0_j:0,oname:arsenopyrite_otype:arr_i:0_j:0,oname:goethite_otype:arr_i:0_j:0,oname:feoh3_otype:arr_i:0_j:0,oname:siderite_otype:arr_i:0_j:0,oname:mnoh3_otype:arr_i:0_j:0,oname:fluorapatite_otype:arr_i:0_j:0,oname:halite_otype:arr_i:0_j:0,oname:illite_otype:arr_i:0_j:0,oname:chromite_otype:arr_i:0_j:0,oname:mix-ratio-sol-upstream_otype:arr_i:0_j:0,oname:mix-ratio-sol-downstream_otype:arr_i:0_j:0
4,492,48,48,0.0363773,0.00016838,0.0165739,1.46119,0.0391823,0.0661466,1.82398,1.40786,0.0286319,0.0356852,0.902366,0.0677487,0.202488,0.0762631,0.046144,1.70052,0.0675625,0.0525684,0.00786619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,492,49,49,0.361713,0.00040514,0.116178,7.00732e-05,0.360017,0.0645623,0.169293,1.40379,0.0273482,0.0347526,2.85222,3.03468,0.00120041,0.255966,0.210712,2.05212,0.0650033,0.922067,1.05134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,492,50,50,0.394536,1.88609e-05,0.107918,0.00316455,0.504402,0.074,0.432755,1.48191,0.0335477,0.0442874,0.451795,0.939521,0.00302785,0.284052,0.7254,2.1653,0.0751068,1.41574,0.0078684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,492,51,51,0.389108,0.000222571,2.64282,0.00271021,0.451303,0.091517,0.329285,2.29876,0.0454912,0.0437415,0.339478,0.654481,0.00478792,0.275743,2.10504,2.10093,0.0937668,5.41678e-05,0.00786436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,492,52,52,0.30588,0.000944966,0.122667,0.00697858,0.20936,0.0837563,0.00855387,1.67199,0.0401398,0.0216654,6.01327,3.89431,0.872556,0.218771,0.0591555,1.93872,0.0856559,4.12224,0.00786999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,492,53,53,0.386754,3.04767e-05,0.0215713,0.00145398,0.519973,0.0673691,0.459453,1.42628,0.0291811,0.0416024,0.0137835,0.963903,0.00519195,0.28393,2.419e-06,2.21338,0.0679706,0.0956544,0.00786151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,492,54,54,0.362254,0.000128552,0.0891378,9.82203e-05,0.391677,0.0689841,0.218548,1.48805,0.0302339,0.0350907,0.28912,0.534346,0.302228,0.260441,0.0479655,2.09937,0.0697839,0.0279132,1.13311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,492,55,55,0.226207,0.000352653,0.741396,0.00211871,0.194483,0.0608323,0.00552284,1.43132,0.0250333,0.00524942,0.35614,0.00974508,0.050663,0.0934755,0.0419404,2.11142,0.0611967,1.08747,0.366545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,492,56,56,0.188088,0.000409632,0.189413,0.164785,0.0496084,0.127415,0.183577,2.49087,0.0714309,0.00205194,0.877738,0.12329,0.0506811,0.156771,0.00742248,1.84465,0.131731,0.0137081,0.0182502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,492,57,57,0.387424,0.000120816,0.426629,0.00219475,0.459224,0.0733316,0.343051,1.64902,0.0331055,0.0422643,0.110206,0.267442,0.18852,0.276271,0.000881757,2.1233,0.0743911,0.237422,0.00786591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,492,58,58,0.321975,0.000480652,1.51735,0.00294434,0.265868,0.0796406,0.0488091,1.9252,0.0373551,0.0252749,1.7564,2.0582,0.281758,0.231793,2.17316,2.00159,0.0812374,0.462179,0.00786833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,492,base,base,0.440922,0.00240523,0.0270152,0.00151156,0.436324,0.0752562,0.299393,1.5915,0.0343539,0.0591595,0.000459338,0.0897298,0.00136287,0.287909,0.0445678,1.96822,0.0764624,0.106657,0.0285765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,0,0,0.382358,6.6571e-05,0.38638,0.00161013,0.456489,0.0732047,0.336461,1.6397,0.0330215,0.0407983,0.170507,0.825409,0.384494,0.27454,0.400883,2.13389,0.0742709,0.556406,1.96144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,1,1,0.389234,0.000231706,0.381664,0.00225604,0.447402,0.0691174,0.321395,1.55294,0.0303124,0.0425692,1.27562,1.29507,0.0681619,0.275204,0.0254701,2.10267,0.0698614,0.323568,0.299594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,2,2,0.283604,0.0436414,0.715471,0.00947059,1.04213,0.105482,10.0108,2.43973,0.0584881,0.915253,0.730909,0.360833,0.00155447,0.936487,0.228619,1.72628,0.116793,0.00756109,1.52437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,3,3,0.188951,0.000292822,0.0246569,0.00220706,0.113725,0.0796689,0.0271466,1.68177,0.0374644,0.00153198,0.495716,0.244211,2.42904,0.0829088,0.00321341,2.04918,0.0814838,0.0189579,0.00786338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,4,4,0.658721,0.000844298,0.153282,0.0312257,1.16238,0.0524662,2.2038,1.15529,0.0197018,0.131281,7.56678,0.00596287,0.0313374,0.43409,0.00493085,2.21829,0.0517121,0.832076,0.00786346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,5,5,0.391281,0.000578277,0.797034,0.00213444,0.419791,0.0778967,0.271773,1.79815,0.036172,0.0437762,5.7817e-05,0.236868,0.0174435,0.272128,0.00367286,2.05651,0.0791824,0.0573124,0.00786154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,6,6,0.0696532,0.0237212,0.102808,0.00471913,0.47968,0.0689272,5.84603,1.41483,0.0313056,0.423125,0.42642,1.0068,0.263702,0.427857,1.21905,1.79657,0.0729208,0.0018551,0.00786055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,7,7,0.175768,0.0429115,0.103322,0.013402,0.688484,0.0684056,7.38102,1.42124,0.0315412,0.681887,0.428922,0.00284154,1.21756,0.750784,0.049417,1.86333,0.0740579,0.213635,0.751267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,8,8,0.110156,0.00257669,0.00142051,0.000637518,0.0480292,0.0712286,0.169039,1.49141,0.0318834,0.0033102,0.433084,0.392818,0.820536,0.0128995,0.252286,2.09516,0.0726358,0.733945,1.14813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,9,9,0.361774,0.000398082,0.103743,9.4825e-05,0.36081,0.0712083,0.170652,1.42768,0.031702,0.0351727,1.33973,0.296888,0.051895,0.25609,0.0496304,2.05277,0.0721374,0.44332,0.00821277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,10,10,0.200625,0.00013574,0.490121,0.00899673,0.0800033,0.0694509,0.0826153,1.5825,0.0306394,0.00253339,0.419543,0.206972,0.0153065,0.10173,0.0484497,1.91361,0.0705855,1.81913,0.783869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,11,11,1.54774,0.0391206,1.34582,0.0029019,2.38081,0.064715,5.89296,1.5814,0.027294,0.463219,4.94703,1.20131,0.530169,0.835415,0.0446481,1.62795,0.0649376,0.00386391,0.0078796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,12,12,0.178387,0.00133819,4.65997e-05,0.00206237,0.141409,0.0755931,0.00443335,1.57231,0.0347297,0.000685732,0.464989,0.278175,0.57935,0.0540396,0.0592752,2.13856,0.0771323,0.60948,3.91288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,13,13,0.109505,0.00294593,0.000670302,0.00276572,0.0532581,0.0656627,0.144734,1.36785,0.0282359,0.00355469,0.39213,0.0270042,0.465378,0.00966583,0.0444865,2.11346,0.0666565,0.186667,0.028534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,14,14,1.41511e-05,0.00768243,1.19979,0.00616891,0.120266,0.0489422,2.69446,1.23122,0.0179979,0.117996,0.275873,0.137339,0.0441889,0.12111,0.0335242,1.82874,0.0494045,0.75977,0.00786405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,15,15,0.255198,0.000179899,0.46828,4.11611e-05,0.234842,0.0741577,0.0261231,1.67504,0.0337134,0.0103234,0.453685,0.0958167,0.899086,0.136667,0.242034,2.11798,0.0754607,0.557069,0.962401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,16,16,0.350476,0.00017926,0.118089,3.34201e-05,0.356218,0.0807415,0.161995,1.61291,0.0380926,0.0325987,0.242216,1.32084,0.134027,0.252408,4.87619e-05,2.0761,0.0823437,0.0206398,0.00786449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,17,17,0.351816,0.00012225,0.0426342,2.70024e-05,0.367034,0.0748019,0.178098,1.51651,0.0340997,0.0326206,1.04449,0.207599,0.0571483,0.25426,0.301019,2.09022,0.0759366,0.874351,0.00786422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,18,18,0.446738,0.00115509,3.78681,0.00563918,0.517142,0.0606228,0.463876,1.71107,0.0247953,0.0594158,2.3912,0.252213,0.378459,0.299917,0.0416509,2.05198,0.0606543,0.176257,0.0943418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,19,19,0.0856369,0.118776,0.0485851,0.0378026,0.0455804,0.0337352,1.69724,0.682386,0.00929929,0.0755292,0.137842,0.0874086,0.050428,0.719227,0.410319,2.84944,0.0324331,0.0888054,0.00785687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,20,20,0.381646,0.000237858,0.256211,0.00144493,0.426906,0.0690809,0.282662,1.5295,0.0302915,0.0404322,1.07985,1.25171,0.0868692,0.270434,0.113934,2.09484,0.0698364,0.61642,0.395529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,21,21,0.0428719,0.00337958,0.106188,0.00163631,0.00090576,0.0724255,0.931026,1.45935,0.0327822,0.0302257,0.00464101,0.798696,0.744472,0.000775618,0.232709,1.96177,0.0742454,0.256029,0.00786487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,22,22,0.159308,0.000514763,0.0252871,8.47777e-07,0.0788553,0.066962,0.0791348,1.37173,0.0290248,1.99705e-05,0.137553,0.198009,0.0863928,0.0473717,0.14024,2.03406,0.0679297,0.0334561,0.00786571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,23,23,0.38427,0.000296301,0.572776,0.00137413,0.425476,0.0560956,0.280085,1.30424,0.0219735,0.040363,1.91393,0.564898,0.0872376,0.270931,0.000554049,2.08932,0.0558729,0.31973,0.00786681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,24,24,0.307264,0.00105056,0.236079,0.00716673,0.207441,0.0871419,0.00772096,1.89706,0.0424911,0.0221474,5.96345,1.47736,0.143188,0.218835,0.0617377,1.93155,0.0892025,0.275815,0.00786399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,25,25,0.0473206,0.00480583,0.371756,0.00165895,0.00105991,0.070995,0.66464,1.59929,0.0318324,0.0272595,0.432499,0.000863417,0.352908,0.0024415,0.206215,2.03565,0.072687,2.37267e-05,0.0152855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,26,26,0.181016,0.0552562,0.115665,0.0121152,0.596789,0.0764264,6.69793,1.58045,0.0370453,0.691964,0.490353,0.0596474,2.09294,0.776975,0.900241,2.00323,0.0829739,0.108209,0.0142132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,27,27,0.31861,0.000430552,0.0446607,0.00916431,0.420478,0.0577782,0.285561,1.24032,0.0230585,0.0227248,0.333663,1.06574,0.201578,0.171246,0.11788,2.23162,0.0577511,0.107359,0.0078623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,28,28,0.316996,8.85986e-05,0.0328136,0.00444479,0.291718,0.10131,0.0743563,2.11265,0.0524156,0.0248951,1.46529,0.485741,0.020207,0.23427,0.817775,2.06157,0.104167,0.00426595,0.00786391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,29,29,0.277955,2.27935e-05,0.00876142,0.00495307,0.224492,0.0774845,0.0166472,1.59129,0.0359233,0.0150807,0.478553,0.608281,0.000615492,0.184858,0.902735,2.04676,0.078999,0.0130907,0.00786672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,30,30,0.465219,5.96852e-05,0.0369058,0.0173787,0.775518,0.0811698,1.09105,1.64421,0.0383806,0.0659662,0.505436,0.248965,0.264822,0.336699,8.21837e-07,2.28806,0.0826451,0.0960497,0.00785999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,31,31,0.390703,8.63693e-05,0.00413833,0.00248313,0.47353,0.0687095,0.370872,1.4398,0.0300472,0.0429319,0.30136,0.488807,0.0151571,0.279006,0.00783104,2.13617,0.0694361,0.0360725,0.00786543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,32,32,0.170322,0.000387212,2.43913,0.241053,0.0317106,0.0712455,0.276803,1.8401,0.0318145,0.000365921,0.119787,0.21335,0.606482,0.146987,0.0497824,1.82548,0.0725307,0.398986,3.81503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,33,33,0.404276,2.72154e-05,0.139059,0.00447361,0.527802,0.0694591,0.483401,1.51089,0.0305341,0.0468192,0.417988,1.16218,0.00197968,0.289681,1.63258e-05,2.16975,0.0702188,0.158155,0.00786506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,34,34,0.161461,0.0142815,2.5441,0.0249617,0.348213,0.0398462,0.184629,1.1202,0.0124477,5.38461e-06,1.82108,0.00814107,0.184425,0.0185732,0.0222201,2.58645,0.0385444,0.0783857,0.258151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,35,35,0.437416,1.62932e-06,0.271492,0.01135,0.645346,0.0835095,0.757731,1.82807,0.0399637,0.0575188,2.48667,1.75936,0.135046,0.313415,3.64756,2.21589,0.085113,1.51081,0.00786116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,36,36,0.354356,0.000230352,0.00373179,2.83044e-07,0.359323,0.0746394,0.167171,1.53878,0.0339867,0.0333273,0.0991808,0.0877158,0.49887,0.253881,0.0522305,2.07085,0.0758471,0.051445,2.43098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,37,37,0.412128,0.000149605,0.226154,0.00489684,0.518336,0.0517022,0.465154,1.15811,0.0193113,0.0479622,1.45223,0.000386484,0.419478,0.290566,0.325739,2.14078,0.0511934,0.145869,2.96877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,38,38,0.0014137,0.00839921,0.692287,0.00150052,0.0762508,0.0554605,2.23213,1.31948,0.0219866,0.116579,0.321464,1.4468,0.00517556,0.0784707,0.0198564,1.89881,0.0564431,0.506945,0.00786535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,39,39,0.116087,0.000591979,0.033112,0.00186578,0.0243711,0.0463243,0.311484,0.998588,0.0161745,0.00275824,2.68242,0.178438,0.345487,0.022716,0.0312779,1.96822,0.0457326,0.903909,1.87131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,40,40,0.691358,0.00428353,0.00515647,0.0127142,0.998778,0.0589876,1.67253,1.21523,0.0237268,0.1463,17.9228,6.03602,0.264036,0.42532,0.04036,2.04614,0.0586633,0.192507,0.0475068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,41,41,0.0537331,0.00303416,0.23832,0.0097522,0.808044,0.0492403,8.48185,1.13403,0.0185455,0.380932,0.282466,0.140515,0.254603,0.271672,0.0342193,1.35934,0.0510676,0.0859371,0.00787006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,42,42,0.0434354,0.00392269,0.899027,0.000453593,6.04539e-05,0.0598036,0.822817,1.43363,0.024552,0.0307038,0.350619,0.474694,0.174017,0.002799,0.0806873,1.98796,0.0606233,0.145754,1.15919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,43,43,0.425523,1.92034e-08,0.0248347,0.00911256,0.614465,0.104406,0.26197,2.10525,0.0545945,0.0551966,0.687469,0.339113,0.771284,0.306374,0.503936,2.21357,0.107346,0.224974,0.340146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,44,44,0.393763,2.6505e-06,0.109936,0.00360036,0.513901,0.0642063,0.453015,1.39461,0.0271209,0.0433857,0.379647,0.155224,1.44003,0.280337,0.0335375,2.18066,0.0646034,0.308257,0.195985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,45,45,0.116257,0.0180237,0.0602571,0.0298718,0.257408,0.0902353,0.0659976,1.91184,0.0448563,0.00256142,0.577634,0.284532,1.56411,0.00161472,0.0586161,2.57941,0.0928501,0.00827903,0.00785651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,46,46,0.23478,0.000193302,0.0244024,0.0102826,0.209068,0.0589267,0.0151139,1.20685,0.0237817,0.00633846,2.29239,1.22163,0.469994,0.0684776,0.0191262,2.09636,0.0591007,0.0283173,0.00787011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,47,47,0.416755,5.77587e-06,0.000359234,0.00637125,0.595414,0.0637764,0.632919,1.32481,0.0268322,0.0500184,0.304755,1.16586,0.53476,0.30157,0.0403477,2.22248,0.0640927,0.00213436,2.00174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,48,48,0.284855,0.000411381,0.00251699,0.0194712,0.193746,0.0660583,0.00261612,1.36831,0.0283423,0.0162641,0.988064,0.000681631,0.00272441,0.210567,0.0457978,1.97345,0.0667269,0.0247775,0.00786601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,49,49,0.343954,0.000484741,0.07982,0.000474138,0.311653,0.0581448,0.100533,1.25978,0.0232595,0.0297566,3.66144,2.78739,0.054811,0.244353,0.087655,2.02617,0.0581225,0.830748,0.510488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,50,50,0.290833,0.000245785,0.10268,0.0023609,0.325527,0.0704515,0.126048,1.41383,0.0312357,0.0172049,0.425864,0.386887,0.00108899,0.161661,0.469256,2.17239,0.071424,0.919273,0.00824639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,51,51,0.388347,0.000198689,2.21476,0.0025556,0.451936,0.0883868,0.330158,2.18707,0.0433179,0.0433608,0.146304,0.424468,0.0394151,0.275609,1.88524,2.10513,0.0904473,0.0708007,0.0078644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,52,52,0.310231,0.00088116,0.118728,0.00574076,0.22026,0.0811476,0.0140802,1.62169,0.0383598,0.0225857,5.85407,3.52367,0.912398,0.221658,0.0571687,1.94916,0.0828674,3.56449,0.00786979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,53,53,0.364477,7.28497e-05,0.00452829,9.71631e-06,0.467374,0.0612019,0.348655,1.26512,0.0252061,0.0351194,0.253173,0.580677,0.122884,0.271102,0.0421297,2.21057,0.0613731,0.178521,0.00786154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,54,54,0.099664,0.00151943,0.0329992,2.88787e-06,0.0222042,0.0623153,0.322344,1.33423,0.0260685,0.00540245,0.367824,0.215573,0.18094,0.0100509,0.0431489,2.0105,0.0630829,0.0292704,0.724644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,55,55,0.103954,0.017855,0.895689,0.00617514,0.719207,0.0482058,7.66888,1.20572,0.0181684,0.515978,0.277781,0.138256,0.000177593,0.516121,0.0337289,1.61683,0.050609,1.14922,0.0397765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,56,56,0.0169517,4.71514e-06,0.259031,1.79269,0.126771,0.171774,2.89223,3.29334,0.105211,0.0553505,1.26979,0.0714681,0.00291615,0.059406,0.0684081,1.53674,0.178288,0.177204,0.00786071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,57,57,0.372068,0.000173537,0.504993,0.000620815,0.410484,0.069536,0.25195,1.58214,0.0305953,0.037784,0.319274,0.0464094,0.0816058,0.265643,0.0483731,2.09833,0.0703478,0.115792,0.00786533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,58,58,0.267441,0.000529769,2.17725,0.0308357,0.157767,0.0820184,0.00194215,2.04805,0.0389944,0.0132109,2.30182,1.3121,0.23782,0.199924,2.56488,1.93618,0.0838693,0.28742,0.00786949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,600,base,base,0.411451,0.00237111,0.0103601,0.000222601,0.370158,0.0711419,0.185346,1.49716,0.0316226,0.0498169,0.0190847,0.000902472,0.00289396,0.27095,0.00401997,1.94654,0.0720979,0.0450037,0.00787278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
