name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
oname:sim_otype:lst_usecol:conc_tag:trace.p,7.07874,0.17233,6.66164,7.49864,6.90641,7.25107,8.84474,0.102717,8.50657,9.17677,8.74202,8.94745,1.00792
