realization,al,alkalinity,as,ba,ca,cl,cr,f,fe,k,mg,mn,na,p,ph,s6,si,sr,u,is_base,iteration
25,2.018570088041999e-08,0.0025712972057903402,1.258596577383001e-09,1.3301845032530011e-06,0.0004085261595789999,7.663637567182006e-05,1.5558119963840006e-08,8.897019884450997e-05,8.695852393059994e-06,4.198894169478998e-05,2.7009723741350025e-05,3.9196165767659975e-07,0.002763862812465,1.3621918007670022e-09,1.0628801998952791e-08,0.0002198023800662001,0.00014048912000889994,4.577033692173004e-06,2.896897466387997e-10,False,2
26,1.9846135403009996e-08,0.00244091388119578,1.078207051185002e-09,1.305897950132999e-06,0.0004430866883608999,6.509238528375006e-05,2.9855586921149984e-08,8.887365698297009e-05,9.108708249611e-06,4.191104528431004e-05,2.9341141275819987e-05,4.2593588976590003e-07,0.0027611442738209985,1.246778981856001e-09,1.0908567208376581e-08,0.0002393813992305,0.0001407676461819,7.243299764807997e-06,3.9945231174409983e-10,False,2
27,1.6677468127090003e-08,0.0025009520403382916,1.3519297808280028e-09,2.6100476940330013e-06,0.0006093514403159999,6.100569257414001e-05,9.325053063554005e-09,8.964140200083e-05,1.189355485355e-05,4.2529921193100044e-05,4.121493208908e-05,3.486288176345002e-07,0.0026862006266450003,1.1494936907219984e-09,1.4711885687021978e-08,0.0006015756440350003,0.00013851951890990003,1.6450171922380013e-06,8.402906779161997e-11,False,2
28,1.8831832251889995e-08,0.0023478247909581797,1.6481396837369994e-09,9.920547438053007e-07,0.000497444942412,6.266999277783003e-05,1.7314890824710004e-08,8.792158897060991e-05,9.853126904330001e-06,4.114222598909002e-05,3.035746368215003e-05,6.011488211547e-07,0.0028463005224429994,1.1507098961320013e-09,1.1637843015859034e-08,0.0003174749474978999,0.00014354308415190004,1.0115997720289997e-06,8.402938695237006e-11,False,2
29,2.0668600905520016e-08,0.0025823027954911797,1.4312143197949976e-09,1.4804651950029999e-06,0.00038994022944989986,6.970285504134006e-05,1.4174921174050012e-08,8.899915860341002e-05,8.396816791816995e-06,4.2012377088049964e-05,2.571620108606002e-05,4.4425244944200033e-07,0.002754258572135,1.3921475141149978e-09,1.024031739529203e-08,0.00018303837953500006,0.00014040472549269994,4.675585944614999e-06,1.8599957263770002e-10,False,2
3,1.9942309378049995e-08,0.00260545564662131,1.0728836960079983e-09,6.717906422441002e-07,0.0004105627577703001,7.793927493795002e-05,2.8498756906069993e-08,8.880710571164993e-05,8.769113261348996e-06,4.1857160765159976e-05,2.7174611739259988e-05,3.747715289128998e-07,0.0027801243820109994,1.3817872025920017e-09,1.0796030483693804e-08,0.0002381650444348999,0.00014096195241080001,3.334834859082002e-06,1.9865957197730028e-10,False,2
30,1.4727306716249993e-08,0.002366488955013827,1.0939938351339982e-09,4.3728368288400035e-07,0.0008189830318837997,6.0272287573840014e-05,1.5378617924589996e-08,8.906845633007993e-05,1.4902607857999994e-05,4.206780498883e-05,5.6275372240440057e-05,3.444170098821998e-07,0.002737998132392999,9.970214920814008e-10,1.7916527132104607e-08,0.0009443400972950001,0.0001401815198091,1.306876972962e-06,9.340762829122012e-11,False,2
31,1.9369216330269984e-08,0.0025749465338196905,1.4882330614159997e-09,1.4320248869100008e-06,0.00044030788101800006,7.229785815005002e-05,1.3268352644830001e-08,8.902729750595996e-05,9.231560668868998e-06,4.203483382500999e-05,2.9249988432179994e-05,3.6532388796909993e-07,0.0027542033595069995,1.3276952192859978e-09,1.1368945463301e-08,0.0002926122391934999,0.00014031902867600005,4.467369460650999e-06,2.2194450869089982e-10,False,2
32,2.122053952956002e-08,0.0027017268129021004,1.5790262267050032e-09,9.847494708151004e-07,0.00035538958230699983,8.885805602092991e-05,7.985656645168999e-09,8.892011957419996e-05,7.933092697077008e-06,4.194875814805999e-05,2.336831611316002e-05,2.290691335954999e-07,0.002780701150446,1.5201877086869978e-09,9.800527544916398e-09,0.00014721381818800006,0.00014063631403039996,5.760449901515004e-06,4.2102786036800006e-10,False,2
33,1.8768131976139997e-08,0.0025116432645082404,1.4178243625180012e-09,1.624578124196e-06,0.00047896298911700015,7.268426895051e-05,1.2906855820399991e-08,8.899027869616002e-05,9.784246570162006e-06,4.200472302534998e-05,3.194939763379e-05,3.7218761187159983e-07,0.002757970903535001,1.2539740713660014e-09,1.1960339396023872e-08,0.0003580310369708999,0.00014042568379239997,4.180513188328001e-06,2.524401859282004e-10,False,2
34,2.109027206083998e-08,0.0021383963843055608,1.7337985165589983e-09,9.58607632294199e-07,0.00047774275073290013,8.877130414047009e-05,1.4279969442110008e-08,8.947686198977008e-05,6.8973938966579965e-06,4.239833969835003e-05,3.201313411288002e-05,3.202462551344998e-07,0.0027291055802939994,1.051505688118998e-09,1.0111711307362758e-08,0.00043389919842409986,0.000139005194896,4.392820256703e-06,4.240065347906992e-10,False,2
35,1.7969712234519983e-08,0.0024437019405134596,1.9277858569389985e-09,1.6519838829879993e-06,0.00053570912064,7.275345060814993e-05,1.72634548155e-08,8.894760841484998e-05,1.0599679752800005e-05,4.197024673356996e-05,3.595283216086997e-05,7.055887185028995e-07,0.002761883496810999,1.1730015943110023e-09,1.2837813999709055e-08,0.00046263609707240013,0.0001405460875584,7.990939871156003e-06,8.473530872996999e-11,False,2
36,2.0504043282829992e-08,0.0026240847358048806,1.4246090630480014e-09,1.314192088863001e-06,0.0003890772328751002,7.062601932386e-05,1.7071605475700015e-08,8.898809616557002e-05,8.42927870988299e-06,4.200356293119004e-05,2.567841327540001e-05,3.1242345148460016e-07,0.0027561799887770005,1.4190230337279973e-09,1.0366004739504576e-08,0.0001955049248471,0.00014043624424970008,5.018186559217005e-06,4.113529506083005e-10,False,2
37,1.7394470428019997e-08,0.0025001655359634008,1.7890708754769976e-09,1.0319700271260002e-06,0.0005582566386958998,6.808791833012005e-05,2.218289803275999e-08,8.923494876975995e-05,1.1058763044179999e-05,4.220344345023001e-05,3.758866479903998e-05,4.0319356202439985e-07,0.002730758829468999,1.1845022579660023e-09,1.360775063076139e-08,0.0005188721655035002,0.00013970684443830004,2.7014416197569997e-06,3.524678021860999e-10,False,2
38,1.978652545392001e-08,0.002553836014328481,1.3208648421640006e-09,1.5871837191429996e-06,0.0004279397088315999,7.515162909118005e-05,1.304597733688999e-08,8.912365659948001e-05,9.000449268720991e-06,4.2112625069109997e-05,2.836170262974999e-05,3.830174281143996e-07,0.002748194074261001,1.3277435735870025e-09,1.101180964732886e-08,0.0002551762382633001,0.00014003908568800005,4.857263284036001e-06,1.8729847632890008e-10,False,2
39,2.8703747915749983e-08,0.002419258034127629,1.8667663985860003e-09,1.2292605728e-06,0.00024698724782499994,7.013318695941003e-05,1.0903973434279993e-08,8.91906163476e-05,4.350135088402997e-06,4.2169448840750004e-05,1.6066767358709986e-05,2.606490303123001e-07,0.0027370714345310004,1.5827586562180006e-09,6.201700301668227e-09,3.871663797152001e-05,0.0001398547526305,6.040902561571e-06,4.0940209555629993e-10,False,2
4,1.6818344734769982e-08,0.00257185286673551,2.091663327561998e-09,1.4247930682999991e-06,0.0005755595107315998,7.422023819788999e-05,1.2529146107689995e-08,8.917680122789995e-05,1.1461027589410006e-05,4.2155066765319997e-05,3.883131388606998e-05,3.8464381900129995e-07,0.0027422033700340008,1.2121644021149977e-09,1.4347977775897638e-08,0.0005577212893667002,0.00013987484815120005,5.672162351570002e-06,2.267596055410002e-10,False,2
40,9.098382312572008e-09,0.0055325099438143024,4.032814009330002e-09,3.1564303679380014e-06,0.001872717282822001,5.8820390286460006e-05,7.026520091692987e-09,8.907207825574001e-05,6.987551985676997e-05,4.206601293583997e-05,8.975289851946007e-05,3.1537756147890004e-07,0.0027368171868850013,4.319755889947992e-09,1.308595980036103e-07,0.0005082223236754002,0.0001401852493778001,2.8994589791360025e-06,1.4780044052080004e-10,False,2
41,1.0595884343359998e-07,0.002105060019543399,1.1438940773109978e-09,7.858014247589003e-07,5.185162224713999e-05,8.183289458128994e-05,1.3917475808399994e-08,8.940446307168997e-05,7.219537153671996e-07,4.236688071979998e-05,3.1734019554129993e-06,2.332872242624999e-07,0.002729155346818001,3.452150649234001e-09,9.978721498247666e-10,2.330863367664002e-08,0.0001393113485836,2.4216662462790023e-06,3.017177463088006e-10,False,2
42,1.970990241656999e-08,0.002573269466912331,1.3930336424269977e-09,1.4924567595579987e-06,0.0004271957968809,7.919889465755999e-05,1.545945717123e-08,8.905650892000008e-05,9.010612752140994e-06,4.2058460631840007e-05,2.8322677062610025e-05,3.940590330284e-07,0.002758433452464999,1.3411207683509993e-09,1.1063792650210322e-08,0.00026189253585590013,0.0001402351608825,5.222140431853998e-06,3.214735381567997e-10,False,2
43,1.786768148259e-08,0.002557215859608931,1.0693072320169986e-09,1.2204751938160005e-06,0.0005130749985586003,7.276145328766998e-05,1.570908973939e-08,8.876219060192998e-05,1.0403517416289995e-05,4.182059948394996e-05,3.441063697309999e-05,4.1783442300609994e-07,0.002779061472632,1.2536698810950018e-09,1.2884688765346384e-08,0.0004522487417793998,0.00014109012091059997,5.684214824841999e-06,3.182483255809002e-10,False,2
44,1.9469701472319983e-08,0.0025509841766560687,1.4107774300380008e-09,1.4101988723099997e-06,0.0004405720163759002,7.465107111094007e-05,2.0801160669589994e-08,8.903310929269993e-05,9.205215589601009e-06,4.203962491115004e-05,2.9253320616719984e-05,3.860221394322e-07,0.0027560142652550013,1.3134410076560002e-09,1.1279506834699015e-08,0.0002845152795729001,0.00014030205660720002,5.179330992993999e-06,2.9551765365790057e-10,False,2
45,6.076306449005002e-08,0.00038080865979156985,1.0476434435219991e-09,6.258885223115e-07,0.00014885475085359994,6.508812252173996e-05,2.6928481971420003e-08,8.848853406700992e-05,2.7027117529800006e-08,4.161534676625997e-05,1.0141206795349997e-05,2.704170888552998e-07,0.0027962273815930003,3.6725398637370015e-10,4.831066452484787e-10,0.0009792952888054002,0.00014191601044240002,1.887437476569002e-06,8.40262719506199e-11,False,2
46,4.1664276502120016e-08,0.00183349768647697,1.6743696457180023e-09,1.047888926947001e-06,0.0002018918224608,5.272214991708995e-05,4.755914035333003e-09,8.932551217895007e-05,8.808647147565004e-07,4.228233744055003e-05,1.3516367088220004e-05,2.3261092706369975e-07,0.0027071185393209994,1.3600419168280017e-09,3.6234823013670164e-09,0.0005449052616769002,0.0001394701371035,1.1575372673739995e-06,8.403163155942013e-11,False,2
47,1.8328073794180004e-08,0.002401456881162111,1.5358197698269976e-09,1.5029531782659995e-06,0.0005237719378744002,6.325195742954996e-05,1.5405851555899985e-08,8.89105842373801e-05,1.0351285876310007e-05,4.19403562651e-05,3.505019066754003e-05,3.571903916152e-07,0.002755852455844,1.1560979518239981e-09,1.2419621146736449e-08,0.00040989510572600013,0.00014065617469810002,2.860442179098998e-06,4.1609538551289924e-10,False,2
48,2.1351211135730013e-08,0.002630764706191079,1.648785058055003e-09,1.204504431083001e-06,0.0003617719595241,7.215251123474995e-05,1.0835148231980007e-08,8.905383279963992e-05,7.970906549395e-06,4.205664922891003e-05,2.3782592931740023e-05,2.979507088859998e-07,0.0027516738068379992,1.4624302878820013e-09,9.734633270271822e-09,0.0001401491535778,0.00014024585709559995,4.306583089546998e-06,1.1382982503550008e-10,False,2
49,2.0147965759069987e-08,0.002628940196943659,1.9059764440460025e-09,1.940258768659e-06,0.00040200583940230015,7.006369787991996e-05,1.3927742808250008e-08,8.914005589535005e-05,8.655622995765e-06,4.212587880282003e-05,2.6583095137420016e-05,4.229460843146003e-07,0.002741596252696999,1.4038105754090008e-09,1.0694351040751413e-08,0.00022352356424740002,0.00013999154406880006,5.7190285367969944e-06,3.9444698308740025e-10,False,2
5,1.7753836366409997e-08,0.0026850146058901587,1.4457980155300011e-09,9.030114205510002e-07,0.0004939269168671003,8.329886881707005e-05,1.2125701368569992e-08,8.907576541549005e-05,1.0286944019070003e-05,4.207387548233999e-05,3.305486086268003e-05,3.257536009503002e-07,0.002760520497656999,1.3376172456180024e-09,1.3083496732724476e-08,0.00041435444939539993,0.00014016785521490005,4.862574537765e-06,1.796343742991003e-10,False,2
50,1.9391195282160016e-08,0.00254123255489804,1.3910749045490018e-09,1.5601398938680005e-06,0.0004451320517027998,6.206760050494995e-05,9.663382619519996e-09,8.898766605734e-05,9.267908754859991e-06,4.200281782851001e-05,2.9572546452480004e-05,4.854502799964003e-07,0.0027476323925390003,1.3034632486440003e-09,1.134174599381689e-08,0.00029312768546489997,0.00014043537229129998,6.924792392101001e-06,1.6675273538750026e-10,False,2
51,2.0469321274389983e-08,0.0026489728056080706,1.8111245037159962e-09,1.1792233595580007e-06,0.0003841762940032999,0.00010634776416739998,9.628865271467012e-09,8.858307470790007e-05,8.367018033973003e-06,4.167597174972996e-05,2.5350015312740008e-05,6.008354937062999e-07,0.002829352567107001,1.4475281030099974e-09,1.0309543279158752e-08,0.00019631301730150007,0.0001416219082212,3.4130959470469966e-06,9.757292503829985e-11,False,2
52,2.6777757475619993e-08,0.00265561198659362,2.261012890863001e-09,1.8615790178249988e-06,0.0002475404642567001,5.3039390909780035e-05,1.6013238355180005e-08,8.884762093760996e-05,5.977033955926998e-06,4.189130805383001e-05,1.6073569679319987e-05,2.2842963836319976e-07,0.0027516980467969998,1.7504856586599967e-09,6.828364267506474e-09,1.2628557283940012e-05,0.00014085808587359998,9.755439014663004e-06,2.5646464626370034e-10,False,2
53,2.3612411719549978e-06,0.0006406002822931997,1.1941889377300005e-09,1.4041936052970005e-06,2.162253160302001e-05,5.9713210834689966e-05,4.589620392636001e-09,8.916744137277995e-05,9.261729907384017e-09,4.2929330174789956e-05,1.177623714998001e-06,2.3124395941269985e-07,0.0027284090854289996,1.372057822659999e-09,5.208725406298018e-11,6.650242661363006e-08,0.00014224073326489996,1.1570324768959995e-06,8.402722224717995e-11,False,2
54,2.055070827354999e-08,0.002597929763027561,1.4046873694869999e-09,1.3747540052309993e-06,0.0003918531827114001,7.241706023026993e-05,1.4959653711800013e-08,8.903792598570993e-05,8.447199927763004e-06,4.204363296899996e-05,2.585760333498001e-05,3.124759980481999e-07,0.0027534049535850014,1.3986117128120002e-09,1.0341459135696065e-08,0.00019201787348509995,0.0001402915826041,4.433932229718997e-06,3.234301025360004e-10,False,2
55,2.027889260407999e-08,0.0025841633986432005,1.2275450413209983e-09,1.1832018408740013e-06,0.00040382296054290007,7.674951339139004e-05,1.3994823998940013e-08,8.905457151377994e-05,8.632645772387e-06,4.205715782996996e-05,2.668678804493998e-05,3.4891574067619967e-07,0.002756185797809999,1.3750746431060027e-09,1.0569452269700436e-08,0.00021334062075519997,0.00014024191418229994,5.535980745283004e-06,3.014631004446e-10,False,2
56,5.157755010636998e-08,0.0024549920036794305,1.0009354756470015e-09,1.1190498463700007e-06,0.00010415054377209999,5.376942312749003e-05,6.506834020524014e-09,8.79085405789e-05,3.2978859268270025e-06,4.114191159870997e-05,6.619692730467006e-06,2.825965809500002e-07,0.0028389221778169996,2.6249942504179973e-09,2.5661204439662352e-09,5.516754540205997e-09,0.00014362206194469995,2.663378033855002e-06,1.027332384984999e-10,False,2
57,1.9634068823710002e-08,0.0025697194099291807,1.454416649416998e-09,1.2998885438170013e-06,0.0004303253079271002,7.376163437497998e-05,1.4191009104629989e-08,8.901988631073998e-05,9.058706541459e-06,4.2028909172510035e-05,2.854207287822001e-05,3.4871974606689977e-07,0.002756360255321,1.3354210954459984e-09,1.1122541115840792e-08,0.00026807449020209987,0.00014034138061070007,4.623111994874001e-06,2.3536151194769974e-10,False,2
58,2.0112518473099987e-08,0.0026361196338029794,1.8140056945560019e-09,1.929853272291001e-06,0.0004016152645056999,7.945519503406998e-05,1.385677966885001e-08,8.905441076493993e-05,8.655936402343008e-06,4.205671247977e-05,2.655927708872e-05,5.435500846665997e-07,0.0027588981862370003,1.4100926380430028e-09,1.0705447855653168e-08,0.00022546031416779996,0.0001402426961226999,4.908278375783001e-06,1.981860023494002e-10,False,2
6,1.946302170022e-08,0.002526212560853429,1.3188375280590008e-09,1.4567772750999997e-06,0.0004448383272039999,6.851917754344999e-05,1.7025485817719997e-08,8.899988131602003e-05,9.244662538051993e-06,4.2012706352529964e-05,2.9538534389499978e-05,4.435567784424999e-07,0.002752960433693,1.2944937049489977e-09,1.12786574853878e-08,0.00028471234714400013,0.00014039965988949996,4.848348527611001e-06,2.3602989597990013e-10,False,2
7,1.0085650539289996e-06,0.0010927334284274008,1.0839462684650014e-09,1.5445667266490013e-06,1.975178334077e-05,5.2110489004469995e-05,2.0224266130390017e-08,8.894532346325006e-05,1.0503932465760001e-08,4.2298362995620006e-05,1.0631260509409993e-06,2.381501923636002e-07,0.002741510674291001,3.0266499589250055e-09,1.0017625963938124e-10,0.00012933777730880002,0.00014154512090609997,3.0210050323340025e-06,4.2403100313159945e-10,False,2
8,1.9819396049280004e-08,0.002556815780715781,1.340052743955999e-09,1.4234979353829993e-06,0.0004250536791199999,7.217024709782999e-05,1.7016644395879997e-08,8.899175240039003e-05,8.954351345988e-06,4.200632391091002e-05,2.816333649784002e-05,4.1055178360169964e-07,0.002757365855659999,1.3341538852969982e-09,1.0951448789279962e-08,0.00025211072391739987,0.00014042396791819994,6.0479700338989954e-06,3.199603607277e-10,False,2
9,1.9216583410679986e-08,0.0025882203541978104,1.7542864218700013e-09,1.5027793094669994e-06,0.0004444175450725,6.707957302170001e-05,1.2737794565940003e-08,8.904159595293006e-05,9.317392453756007e-06,4.204638091426997e-05,2.954844190592e-05,3.7330948182949997e-07,0.0027476380398779995,1.3309874665359972e-09,1.151605567132725e-08,0.00030638029993219993,0.000140276305323,4.953847407892001e-06,2.7016736094539954e-10,False,2
base,5.783729885163004e-08,0.002377003939823309,1.2379518678999978e-09,5.276483298607005e-07,6.642646351779999e-05,5.478664744629998e-05,4.620534528561994e-09,8.884559121581992e-05,3.0667163007300023e-07,4.189998130206001e-05,4.171122750041995e-06,2.2886513279639987e-07,0.0027537484737470003,3.363009463175998e-09,1.485824543813984e-09,0.00013243930980769999,0.00014089609199289998,1.0784219442839999e-06,8.403326045615986e-11,True,2
observed,2.951209226666384e-08,0.002454708915685031,1.3182567385564047e-09,5.754399373371567e-07,0.00018197008586099826,5.7543993733715664e-05,7.762471166286927e-09,9.120108393559096e-05,1.5135612484362072e-06,4.466835921509635e-05,2.0417379446695274e-05,2.570395782768865e-07,0.002454708915685031,9.772372209558111e-08,1.9952623149688828e-09,0.00019952623149688788,0.00013182567385564074,1.6218100973589298e-06,7.943282347242822e-11,False,2
