realization,al,alkalinity,as,ba,ca,cl,cr,f,fe,k,mg,mn,na,p,ph,s6,si,sr,u,is_base,iteration
22,2.0697714718910015e-08,0.00258996859810537,1.4361192568550018e-09,1.8260746212029988e-06,0.00038720420198750006,7.481874243665006e-05,1.878753312351999e-08,8.887132236222996e-05,8.356366218845999e-06,4.190928482035996e-05,2.553152785576999e-05,7.381662152984997e-07,0.0027711712224719994,1.4033474183790008e-09,1.0191972593058579e-08,0.0001821609055216,0.00014077836041119995,7.048085343776001e-06,3.784509211600006e-10,False,1
23,1.7706933953429993e-08,0.0025459716607767794,1.7771979497349982e-09,1.9167342528670013e-06,0.0005279557532115997,8.704325715088994e-05,1.896498845862001e-08,8.901767167326999e-05,1.0630811593499998e-05,4.202688372467001e-05,3.545739054378997e-05,5.402205986448002e-07,0.0027697055312949992,1.2349057449659985e-09,1.3156332257831782e-08,0.0004765774558589,0.0001403409064339,8.709520192125007e-06,3.865701088954003e-10,False,1
24,2.293025645404002e-08,0.0026436918844658795,1.8974099686620036e-09,2.0542090026109983e-06,0.0003173632077788001,7.793545158325007e-05,1.7805045094469982e-08,8.873505112592002e-05,7.209019330410002e-06,4.179974267569999e-05,2.0745798933260015e-05,2.274536657004002e-07,0.0027868450996679996,1.5556411586539975e-09,8.648592095354024e-09,7.088667239168003e-05,0.00014117856152549995,5.475436122324997e-06,4.240071791615993e-10,False,1
25,1.9274220731530008e-08,0.0025506313560433006,1.3760241684860007e-09,1.975707729033e-06,0.00044802227429830023,8.703216265046e-05,2.168724895666999e-08,8.886643131110998e-05,9.323688441482004e-06,4.1905055832309986e-05,2.978320370981998e-05,5.252768516305005e-07,0.00278377850475,1.308417906292002e-09,1.142743232716514e-08,0.00030500002766719984,0.00014079003117540003,6.998494332065004e-06,4.2400433845260024e-10,False,1
26,1.9185604962049983e-08,0.00237830907797765,1.1408919984799981e-09,1.906232863776e-06,0.0004839847868632,7.160603551413001e-05,4.579547742958998e-08,8.875389651590994e-05,9.682873835686998e-06,4.181441550898003e-05,3.2175081951559975e-05,5.491889367859005e-07,0.0027785950020309995,1.175932309217002e-09,1.1501031031147881e-08,0.0003013792089851001,0.0001411131065025,1.2411957804930002e-05,4.240021551090996e-10,False,1
27,1.5244397160920012e-08,0.0025288868340838304,1.5358099929120028e-09,3.046405009818002e-06,0.0007117357109767997,6.674691623079005e-05,1.3402917714980012e-08,8.950478111064002e-05,1.360055476854999e-05,4.24193920802e-05,4.849333078872003e-05,4.418921340294002e-07,0.0027044402437109995,1.1131607268970014e-09,1.701350311700797e-08,0.0007540925163392,0.00013891357993889997,3.632948231406002e-06,1.5107400108099986e-10,False,1
28,1.7315311839879985e-08,0.0023177353619923636,1.5495562951499973e-09,1.5581816367290007e-06,0.0005983598824808998,7.295172605322001e-05,2.4269607558799992e-08,8.813564145513002e-05,1.1377301256660002e-05,4.131492071188004e-05,4.0343612224440025e-05,6.845288790664999e-07,0.0028367715017749992,1.071367008049998e-09,1.3424271025438155e-08,0.0005503454687962999,0.0001429128330365,4.551708905977004e-06,1.461967373432001e-10,False,1
29,2.025196761376999e-08,0.002566121639067961,1.554121337182003e-09,2.1222144059400014e-06,0.0004074035015091999,7.876275775418003e-05,2.1576376965439982e-08,8.897631838798004e-05,8.669391880683998e-06,4.199390848777001e-05,2.692868140132998e-05,6.221071954054004e-07,0.0027653918736540006,1.3616780991250022e-09,1.0578093167007149e-08,0.0002165387073522001,0.00014047003566409994,7.603746775237999e-06,3.6616997676170035e-10,False,1
3,1.7706674445280015e-08,0.0025547988193179495,1.1719783860150005e-09,1.3576509163149995e-06,0.000522825577893,8.981816502615999e-05,3.347951741895999e-08,8.874542638595003e-05,1.055752269195999e-05,4.180701713411e-05,3.510173550073999e-05,5.406778077463994e-07,0.002797544000309001,1.2457172483610015e-09,1.3076498327213136e-08,0.0004719521133862002,0.00014113473792369996,6.113950066559004e-06,4.1809658191730023e-10,False,1
30,1.0092827464169993e-08,0.003037173626990677,1.186674123059e-09,9.190809335488008e-07,0.0012716026455039996,7.189168805561005e-05,2.297025691656001e-08,8.901711225156005e-05,2.446668891979999e-05,4.202475724137e-05,6.864069055484994e-05,5.043188397336005e-07,0.0027543491357670015,1.2016479639920008e-09,3.414105518731834e-08,0.0011316226052140003,0.00014032661036999998,4.495206818354999e-06,3.5348413309789934e-10,False,1
31,1.805596687298001e-08,0.002582767413541201,1.6916877339539967e-09,2.1368428868829996e-06,0.0005010694645770002,9.21266991803199e-05,1.7368067872499984e-08,8.904702250381996e-05,1.024618017935001e-05,4.2050563047790025e-05,3.3556083057019984e-05,4.846515308145004e-07,0.002772146551947001,1.2763182618210024e-09,1.2746300640724243e-08,0.00042688131386670004,0.0001402572733245,6.884486448886994e-06,3.734084117211001e-10,False,1
32,1.8071994575930017e-08,0.0025885653502943405,1.638214257755001e-09,1.6514444637590002e-06,0.0004969717111264999,9.08144173772e-05,1.665711437582999e-08,8.882930918684996e-05,1.0183225707089997e-05,4.187489217352996e-05,3.327547193269003e-05,3.881713765911002e-07,0.0027908655003459995,1.2850996327459977e-09,1.2668042284604533e-08,0.0004250557164068999,0.00014089244183900006,8.303334574994996e-06,4.2400378236390013e-10,False,1
33,1.6643614707469995e-08,0.002356398510987119,1.465221272353e-09,2.5055050554299986e-06,0.0006467234747478999,8.173652835781997e-05,1.833891125588001e-08,8.888759881678003e-05,1.2199336742700007e-05,4.1921436813290014e-05,4.387471121396996e-05,5.392249355328995e-07,0.0027763184170729992,1.0626610639259997e-09,1.4563298704496523e-08,0.0006674329357756003,0.00014071767974459996,6.496782181102994e-06,4.2400069691139993e-10,False,1
34,1.7613069674269992e-08,0.0023204241116995886,1.6495713800210032e-09,1.5303872451690013e-06,0.0005926250665833001,9.134243978832001e-05,2.0918086641689986e-08,8.926020141638999e-05,1.130662234227999e-05,4.222245484093999e-05,3.9899822980309984e-05,4.55919587555e-07,0.0027516186746830004,1.068153926591002e-09,1.3379980241548531e-08,0.0005193185611940998,0.00013963308188240004,7.107914831609996e-06,4.240013382531004e-10,False,1
35,1.6464783369490005e-08,0.0023224608230596505,1.9861102578520032e-09,2.0450472420230003e-06,0.0006725794577716002,8.040676193926002e-05,2.7624915555480015e-08,8.889153447148993e-05,1.2532568402110006e-05,4.192498830291004e-05,4.572252954029999e-05,9.883513131143997e-07,0.0027745593317349986,1.034723192015999e-09,1.4841687519859779e-08,0.0007111238130761,0.0001407030595075,1.3391102044499996e-05,3.0203610438020023e-10,False,1
36,1.8970945004709993e-08,0.0025820588496713896,1.5079926024579995e-09,1.8431356803349986e-06,0.0004558632497616,7.969969575726992e-05,2.310408671843002e-08,8.892493572312998e-05,9.495639731264e-06,4.1952331686649996e-05,3.0357581390459976e-05,4.442547284130998e-07,0.0027709811096530003,1.3180866424620004e-09,1.1733409585993574e-08,0.00033335552120290014,0.00014061595477179997,7.503402724914006e-06,4.2400481439660047e-10,False,1
37,1.5140496446939993e-08,0.002426858802347908,1.7191861881310019e-09,1.3600119768789986e-06,0.0007539178817461003,7.258256318517993e-05,3.380766710385998e-08,8.912999143501998e-05,1.4029622758580013e-05,4.2118894887720044e-05,5.1580927044210044e-05,5.203384983879998e-07,0.002744760797305,1.0493259298779995e-09,1.710801101541181e-08,0.0008456495191202999,0.00014000466350490005,4.744578503431001e-06,4.239996599896004e-10,False,1
38,1.695061255293001e-08,0.0024385102608918555,1.410234008537003e-09,2.8207805154269985e-06,0.0006049495686369,8.531338142826995e-05,1.8449433812590018e-08,8.922911548812008e-05,1.1695889211300005e-05,4.219724627981003e-05,4.0907208096369976e-05,5.963331552199002e-07,0.002748433152318001,1.124975940446999e-09,1.4219923252921235e-08,0.0006016391184024002,0.00013972136281529995,7.35968322899e-06,3.520589210351004e-10,False,1
39,2.128670242601999e-08,0.00255240626821141,1.7474784739100026e-09,1.6957168768030005e-06,0.0003751781796782001,7.836838988695006e-05,1.8595593126850006e-08,8.902445313427992e-05,8.112569989276994e-06,4.2033035510060044e-05,2.467235255748002e-05,4.293852031229001e-07,0.0027605795845389997,1.3949935857970019e-09,9.783844940650688e-09,0.00014220923571710007,0.00014033114475129992,8.529744746838998e-06,4.240058439532992e-10,False,1
4,8.361054568810985e-09,0.003895926940124764,1.9812508538509966e-09,1.9082354997710006e-06,0.0014156526141960001,8.575840526584004e-05,1.96150039205e-08,8.907340541819991e-05,3.070747256935001e-05,4.206866585044003e-05,9.633256705220994e-05,5.140795766523003e-07,0.002763320199712001,1.6163337978809973e-09,4.8922909489572214e-08,0.0008736713825278997,0.00014016991277760002,9.195969928585e-06,4.2397162686020025e-10,False,1
40,1.9550753487920004e-07,0.005085886834452765,4.283370037965004e-09,3.928045478539999e-06,0.0016116095695439996,6.260081849187999e-05,1.2308662228919997e-08,8.890724944874007e-05,0.00022878048893590006,4.198586165785998e-05,9.211336051763997e-05,4.221507649342996e-07,0.0027568515232,3.8457542127119984e-08,4.232434809759792e-07,0.0006038780846472001,0.0001408863566317,4.466044562663997e-06,3.308005300239003e-10,False,1
41,2.1093565120290015e-08,0.0026683470759699115,1.398802647609e-09,1.552086608186e-06,0.00036595217684870014,9.046457037984005e-05,2.0856762967460012e-08,8.922880499884993e-05,8.083096669326991e-06,4.219759716089003e-05,2.4084035189479984e-05,3.6548060727020006e-07,0.0027538531373139993,1.4791224062529991e-09,9.961768328901642e-09,0.00015678402883479998,0.00013973519310460006,5.981044152765003e-06,4.2400695026179923e-10,False,1
42,1.7373242718740004e-08,0.0025036769246532206,1.4332352543520022e-09,2.103445387005001e-06,0.0005569120592654001,8.730118099377994e-05,2.196989014745999e-08,8.895359796645002e-05,1.1032970110119996e-05,4.197502885965001e-05,3.750721358995002e-05,5.182961264325004e-07,0.002775874910246001,1.1914910802099989e-09,1.3560274481895467e-08,0.0005271804335248998,0.00014052797653279995,7.493145562273e-06,4.240028755570004e-10,False,1
43,1.431852346684999e-08,0.0026624568381086286,1.2555584618390009e-09,1.9996553476349986e-06,0.0007403871110574998,8.384970079836997e-05,2.091064030973999e-08,8.872748627076995e-05,1.4359495638659993e-05,4.1791799967039985e-05,5.0455822029560026e-05,5.744936957153004e-07,0.0027931891748310005,1.1726598787529986e-09,1.851462809518107e-08,0.0007698746720009001,0.0001411822621125,8.575417985918996e-06,4.239977336304004e-10,False,1
44,1.8765443029519997e-08,0.0025283786863384314,1.509204538648998e-09,2.0089348710709986e-06,0.00047618142501260004,8.480459455211003e-05,3.2741118611350006e-08,8.895844348717997e-05,9.758381735508994e-06,4.19792931521e-05,3.1764903417329975e-05,5.249745804593999e-07,0.0027729839551509997,1.267794232895998e-09,1.1958200000231881e-08,0.0003603501319165999,0.0001405171348525001,7.432934047474002e-06,4.240041163483006e-10,False,1
45,1.572437056975999e-08,0.002176721504868133,1.1856256800630013e-09,1.331148557604e-06,0.0007862912483032001,7.415945105434004e-05,2.9058512317899994e-08,8.858993373406006e-05,1.3957215092349986e-05,4.168138068465002e-05,5.383285861389996e-05,4.0256430885740014e-07,0.0027961816640239994,9.196853544449013e-10,1.5950598935030558e-08,0.0008667162900803002,0.00014158396459060002,4.889195349748e-06,2.8763232470950036e-10,False,1
46,1.7269503548599992e-08,0.00252146835740817,1.4877069685799976e-09,1.2874018667489992e-06,0.0005627292440445999,6.086437930699003e-05,1.047107792934999e-08,8.918516462647999e-05,1.0376935589940002e-05,4.216102785833e-05,3.7999921426499994e-05,2.8671072806290024e-07,0.002728241031979001,1.194183333201e-09,1.375841150576285e-08,0.0005723360891227996,0.0001398570564761,2.864258478881e-06,1.1837900213130007e-10,False,1
47,1.7641915227110004e-08,0.0023839350442916296,1.4793159784669989e-09,1.797484149981e-06,0.0005678767409987998,7.096895298222993e-05,1.9494369471560015e-08,8.880629899836997e-05,1.1016813742589993e-05,4.1856162612280006e-05,3.820855902411e-05,4.498402522502001e-07,0.0027731195486660008,1.1194206380390019e-09,1.3196697747434672e-08,0.0005080526488142001,0.00014095779448120005,5.0262451900160005e-06,4.2400205058950015e-10,False,1
48,2.021891616667001e-08,0.0026030332827567597,1.6344419923690016e-09,1.7914499107219987e-06,0.00040269753072050003,8.540528405265e-05,1.8120631572630002e-08,8.896031424995008e-05,8.632787948049992e-06,4.198096591866001e-05,2.6620293674979984e-05,4.805619833872999e-07,0.0027734864597129994,1.390215190019998e-09,1.060030000004635e-08,0.00021961230732359997,0.0001405159247537,7.704699845551004e-06,3.5156472262010054e-10,False,1
49,1.917471327976e-08,0.002586521319154991,1.7911010098829983e-09,2.5888820009720006e-06,0.0004475258230675001,7.425271079647006e-05,2.3143731927309984e-08,8.907721052577002e-05,9.364620090818005e-06,4.207496193386e-05,2.976836768347998e-05,5.815959097509998e-07,0.0027515234021639992,1.328048904645999e-09,1.1570477218496765e-08,0.00031447384700340015,0.00014017207338230003,8.605678906892992e-06,4.2400534621700014e-10,False,1
5,7.520135547467988e-09,0.005748620179682935,1.4040674630689995e-09,1.0911231347329989e-06,0.002092758310232,0.00010121463237830003,1.796834096032e-08,8.910610573060993e-05,5.545672746209002e-05,4.209392327356001e-05,5.6343533725129995e-05,4.1438760352040035e-07,0.0027758767718700002,2.6488948674709978e-09,1.0384975357540654e-07,0.0005707129711743001,0.00014007733825449997,7.797454161121007e-06,3.613966463920997e-10,False,1
50,1.8038444204580018e-08,0.00249676204667529,1.4938954267040013e-09,2.132892392758998e-06,0.0005194775293827002,7.168335670765006e-05,1.4184085308159995e-08,8.890549149099993e-05,1.0416566129309994e-05,4.193629817776003e-05,3.4835411363740015e-05,6.265955352035999e-07,0.002764724803096999,1.2149162425350019e-09,1.2739785636146883e-08,0.000449600497736,0.00014067057005789997,9.862268214996994e-06,3.4745566603990063e-10,False,1
51,2.056647393522e-08,0.0026668155273803004,1.9710667161979964e-09,1.455118405513e-06,0.0003781169032932998,0.00011928016444430004,1.3692795364979995e-08,8.848240443617998e-05,8.280182384913996e-06,4.159472073208997e-05,2.4936514601020013e-05,7.156100165768e-07,0.0028515714446580008,1.4699664648850024e-09,1.0213409293516027e-08,0.00019034527362619998,0.00014191621741039995,5.5449441553720036e-06,2.4936024029959995e-10,False,1
52,2.2048003139890013e-08,0.002686310052261021,2.006566599291998e-09,2.0898170835689987e-06,0.0003341954287538,7.142473804278995e-05,2.2037043408930002e-08,8.879716795111994e-05,7.544897984223002e-06,4.184934252517002e-05,2.190788073730998e-05,3.853712633544003e-07,0.002774671209065999,1.550776754157997e-09,9.206496107927344e-09,0.00010783276160269998,0.00014099869311020005,1.186332757440001e-05,4.240069973724008e-10,False,1
53,2.381270760570001e-08,0.002211047556012261,1.3457192419639988e-09,1.7228482306740018e-06,0.00036180128568929983,7.041935596090999e-05,1.0401193154220004e-08,8.904326476283998e-05,6.227237002929004e-06,4.204938418469002e-05,2.3724233226060008e-05,3.0400413381040013e-07,0.002750786667797,1.2072950923649995e-09,8.240215252140875e-09,9.933759069440002e-05,0.00014027445012390006,4.397441242177004e-06,1.2141715486570017e-10,False,1
54,1.8909273954750016e-08,0.0025541340798031593,1.5154989595119968e-09,1.993214302905999e-06,0.00046414301827729984,8.209800406354002e-05,2.217428081981999e-08,8.894200311901009e-05,9.595597511193993e-06,4.196590437867998e-05,3.092729469650999e-05,4.559537129889002e-07,0.002771833563888,1.2936494544949991e-09,1.1803152942523568e-08,0.00034236421883600005,0.00014056677669820004,7.012153006785003e-06,4.2400450370309934e-10,False,1
55,2.0901644820790013e-08,0.0025859654278470898,1.3856360044919995e-09,1.7938717665219993e-06,0.0003822331767320001,8.715386810608005e-05,2.0185533475349986e-08,8.896849436240004e-05,8.267255643813995e-06,4.198799852527001e-05,2.5180978489840002e-05,5.552015933097995e-07,0.0027745132612789986,1.4073041425789994e-09,1.0058724061747195e-08,0.00016925794078029996,0.00014049355823720003,8.928289033090007e-06,4.2400556083089935e-10,False,1
56,5.4289529343599964e-08,0.002479702509745161,1.0280720086399999e-09,1.4377140693010013e-06,9.67600070232001e-05,6.202204655251004e-05,8.450172154017986e-09,8.801494349818995e-05,3.173835969968998e-06,4.122824462014998e-05,6.13265415373e-06,3.6235655187940036e-07,0.0028375137137059995,2.775091413116004e-09,2.3922585688402918e-09,3.1811042032469997e-09,0.00014331986992030006,4.701923690993999e-06,1.990128185540002e-10,False,1
57,1.753128927262001e-08,0.0026002166271875205,1.5777727229950003e-09,2.1091303622360004e-06,0.0005226885928870001,8.367650234264992e-05,1.7773826456569984e-08,8.878406849359992e-05,1.062628600008001e-05,4.183832835343003e-05,3.510418395412001e-05,5.101663844572e-07,0.002787869688807,1.2707294719090017e-09,1.329313459405402e-08,0.0004783529633034002,0.0001410228390782,8.853348180269999e-06,4.240034905730995e-10,False,1
58,1.8019874926359983e-08,0.002626863303143319,1.853526456109003e-09,3.1438905551610026e-06,0.0004933732802020001,8.424580669895001e-05,1.872610684238998e-08,8.90577110719601e-05,1.018511814056999e-05,4.2058810647650016e-05,3.3021995062099986e-05,7.760887014687002e-07,0.002763296286944001,1.3077985709390014e-09,1.2781310102373254e-08,0.0004172992880759002,0.00014022836978590003,6.531834986181998e-06,3.701728769653997e-10,False,1
6,1.7427384180119986e-08,0.0023672905596579946,1.4115179829309993e-09,2.102762350596002e-06,0.0005886618600543002,7.635362857288004e-05,3.3822917045759997e-08,8.897399212638006e-05,1.1316276319310011e-05,4.199151687663998e-05,3.968651087930001e-05,7.249290324765004e-07,0.0027630494156110005,1.097985863821998e-09,1.352025769342413e-08,0.0005452986667742001,0.00014046846652230002,7.456851647457002e-06,4.1414337862230023e-10,False,1
7,1.9869017770320012e-08,0.0024985947932821,1.2771378879989979e-09,2.059492257908001e-06,0.0004324465706523999,7.190175681097003e-05,2.418169128626998e-08,8.890314630123995e-05,9.004556381559992e-06,4.193481408038997e-05,2.8642101051429995e-05,4.4536356297489973e-07,0.0027652643110659993,1.2922305130200013e-09,1.0892504256461905e-08,0.0002447294829980999,0.00014068286266049997,6.731487825541994e-06,4.2400455710900017e-10,False,1
8,1.546711718937001e-08,0.0023458258518905045,1.3791569522100023e-09,1.9743953772839997e-06,0.0007553982216075002,7.656389733411004e-05,2.4746198875180013e-08,8.907489898737993e-05,1.3858525658380007e-05,4.207372070456999e-05,5.172047060836996e-05,7.332027373558994e-07,0.0027536661326569996,1.0117240230359998e-09,1.6532345237389033e-08,0.0008644465830937999,0.00014016089273319996,1.5687478971210002e-05,4.2399903887639916e-10,False,1
9,9.299137381405e-07,0.0014793283468198003,1.939140888245001e-09,1.7515886548609993e-06,1.673292841509e-05,7.032020115775003e-05,1.0443129639920004e-08,8.915270564028007e-05,5.405412382962997e-08,4.243806759608004e-05,8.563204850665997e-07,4.6099992849799964e-07,0.002740939199734,4.829831162239995e-09,1.072485524979717e-10,2.327779801599001e-09,0.00014087479635239994,6.939463866916993e-06,3.6747674398209975e-10,False,1
base,2.2019315675570018e-08,0.0028654643288822507,1.282647895606998e-09,9.051344952411008e-07,0.00031438971477469987,6.206142398960996e-05,9.021831474352012e-09,8.883515079762994e-05,6.646708922836999e-06,4.187999017988e-05,2.0635436797609992e-05,3.0622323725500005e-07,0.0027619500821619986,1.7071219519859998e-09,9.220260391108544e-09,0.00013470533916810006,0.00014089032686400007,2.3375886706119983e-06,1.312698608666002e-10,True,1
observed,2.951209226666384e-08,0.002454708915685031,1.3182567385564047e-09,5.754399373371567e-07,0.00018197008586099826,5.7543993733715664e-05,7.762471166286927e-09,9.120108393559096e-05,1.5135612484362072e-06,4.466835921509635e-05,2.0417379446695274e-05,2.570395782768865e-07,0.002454708915685031,9.772372209558111e-08,1.9952623149688828e-09,0.00019952623149688788,0.00013182567385564074,1.6218100973589298e-06,7.943282347242822e-11,False,1
